timestamp,x,y,z
1692090286922,3.5,0.30000000000000004,8.700000000000001
1692090286940,3.4000000000000004,0.4,8.700000000000001
1692090286956,3.4000000000000004,0.2,8.8
1692090286972,3.4000000000000004,0.2,9
1692090286988,3.6,0.1,9
1692090287004,3.7,-0.1,9.3
1692090287020,3.8000000000000003,0,9.4
1692090287036,4.2,0,9.5
1692090287060,4.800000000000001,0.1,9.5
1692090287076,5.300000000000001,0.4,9.8
1692090287092,5.5,0.4,10.200000000000001
1692090287108,5.9,0.30000000000000004,10.4
1692090287124,6.4,-0.2,11
1692090287140,6.800000000000001,-0.30000000000000004,11.4
1692090287156,7.300000000000001,-0.2,11.700000000000001
1692090287172,7.4,0.30000000000000004,11.5
1692090287188,7.1000000000000005,0.5,11
1692090287204,6.6000000000000005,0.6000000000000001,9.5
1692090287220,6.2,0.8,9.1
1692090287236,5.5,1,8.5
1692090287260,5.300000000000001,1,8.200000000000001
1692090287276,5.9,1.2000000000000002,6.800000000000001
1692090287292,6.2,1.1,6.2
1692090287308,6.4,0.7000000000000001,5.6000000000000005
1692090287324,5.9,0.1,5.9
1692090287340,5.9,-0.1,6.6000000000000005
1692090287356,5.9,-0.2,6.800000000000001
1692090287375,6,-0.4,6.9
1692090287388,6.5,0.1,5.7
1692090287404,6.1000000000000005,-0.1,4.800000000000001
1692090287420,5.800000000000001,-0.6000000000000001,4.800000000000001
1692090287436,5.6000000000000005,-1,5.2
1692090287460,5.6000000000000005,-1.1,6.2
1692090287476,5.5,-1.7000000000000002,7.2
1692090287492,5.4,-2.4000000000000004,7.800000000000001
1692090287508,5.4,-3,8.4
1692090287524,5.7,-3,7.9
1692090287540,5.800000000000001,-3,7.5
1692090287556,5.5,-3.2,7.7
1692090287572,5.2,-3.4000000000000004,8.4
1692090287588,4.7,-3.4000000000000004,8.5
1692090287604,4.6000000000000005,-3.2,7.7
1692090287620,4.9,-3.3000000000000003,6.300000000000001
1692090287636,5.300000000000001,-3.2,6.1000000000000005
1692090287660,5.5,-2.6,5.7
1692090287676,5.4,-2,4.9
1692090287692,5.1000000000000005,-2.4000000000000004,4.3
1692090287708,4.6000000000000005,-2.9000000000000004,3
1692090287724,4.3,-3.2,2.6
1692090287740,6.2,-3.6,1.4000000000000001
1692090287756,5.2,-2.8000000000000003,3.7
1692090287772,4.9,-2.7,2.9000000000000004
1692090287788,4,-3.6,0.9
1692090287804,4.2,-3.7,0.6000000000000001
1692090287820,5.6000000000000005,-3.6,0.30000000000000004
1692090287837,6.800000000000001,-4.7,1.8
1692090287863,7.9,-4.6000000000000005,0.7000000000000001
1692090287876,7.300000000000001,-4.4,-2.4000000000000004
1692090287892,7,-4.5,-3.3000000000000003
1692090287908,6.1000000000000005,-6.4,-2.7
1692090287924,6.1000000000000005,-7.800000000000001,-1.3
1692090287940,7.6000000000000005,-7.5,3.2
