timestamp,x,y,z
1692086596320,3.9000000000000004,0.5,8
1692086596335,3.5,0.6000000000000001,8.1
1692086596351,2.2,0.9,8.700000000000001
1692086596367,1.8,1.6,8.9
1692086596383,1.9000000000000001,1.9000000000000001,8.9
1692086596399,2.7,2.2,8.3
1692086596415,2.4000000000000004,2,8.4
1692086596431,3.6,0.8,9.1
1692086596447,6.1000000000000005,-0.7000000000000001,8.700000000000001
1692086596463,8.200000000000001,-1.4000000000000001,8.700000000000001
1692086596479,14,-3.6,7
1692086596495,18.6,-3.8000000000000003,6.300000000000001
1692086596519,25.400000000000002,-3.8000000000000003,5.5
1692086596535,23.700000000000003,-5,6.9
1692086596551,20.400000000000002,-7.6000000000000005,8.8
1692086596568,19.1,-8.8,10.200000000000001
1692086596583,18.900000000000002,-9.1,9.8
1692086596599,19.8,-9.4,9.200000000000001
1692086596615,20.200000000000003,-9.200000000000001,9
1692086596631,17.7,-9.200000000000001,7.1000000000000005
1692086596648,15.9,-9.200000000000001,5.5
1692086596664,12.3,-9,2.2
1692086596680,9.3,-8.8,0
1692086596696,7.5,-9,-0.2
1692086596721,3.4000000000000004,-10.100000000000001,0.7000000000000001
1692086596735,-0.9,-10.200000000000001,1.2000000000000002
1692086596751,-3.8000000000000003,-9,0.8
1692086596767,-4.800000000000001,-7.9,0.2
1692086596783,-6.800000000000001,-5.800000000000001,-0.1
1692086596799,-9.5,-3.5,1.7000000000000002
1692086596815,-11.700000000000001,-3,2.8000000000000003
1692086596831,-17.7,-2.8000000000000003,4.7
1692086596847,-19.900000000000002,-2,7.1000000000000005
1692086596863,-21.6,-0.30000000000000004,11.5
1692086596880,-21.8,-0.1,12.200000000000001
1692086596896,-20.6,-1.1,9.8
1692086596922,-16.7,-1.2000000000000002,6.4
1692086596935,-12.8,-2,4.9
1692086596952,-10.3,-3.4000000000000004,3.8000000000000003
1692086596967,-9.4,-3.9000000000000004,2.6
1692086596983,-5.300000000000001,-5.1000000000000005,0.4
1692086596999,-2.5,-5.7,-0.4
1692086597015,2.8000000000000003,-6.9,-1.5
1692086597031,8.1,-6.300000000000001,-0.7000000000000001
1692086597047,8.6,-5.1000000000000005,0.6000000000000001
1692086597063,7.300000000000001,-4.7,-0.8
1692086597079,7.2,-5,-2.6
1692086597095,9.4,-6.7,-3
1692086597120,14,-7.9,-2.7
1692086597135,16.8,-8.5,-1.1
1692086597152,17.8,-9,-0.4
1692086597167,18.2,-9.700000000000001,-0.5
1692086597188,20.5,-11,-0.9
1692086597199,22.8,-11.3,0.1
1692086597215,24.5,-11.100000000000001,1.2000000000000002
1692086597231,23.200000000000003,-11.5,2.2
1692086597247,23.700000000000003,-11.700000000000001,3.4000000000000004
1692086597263,26.3,-11.9,6.9
1692086597279,26.700000000000003,-11.8,7.1000000000000005
1692086597295,23.900000000000002,-12.700000000000001,5.1000000000000005
