timestamp,x,y,z
1692937194643,4.5,3.4000000000000004,7.5
1692937194657,4.5,3.3000000000000003,7.4
1692937194673,4.5,3.2,7.4
1692937194697,4.7,2.9000000000000004,7.2
1692937194714,5,2.6,7.1000000000000005
1692937194729,5.2,2.2,6.9
1692937194747,5.4,1.8,6.9
1692937194758,5.9,1.2000000000000002,6.6000000000000005
1692937194777,6.1000000000000005,1.1,6.5
1692937194793,6,0.6000000000000001,6.6000000000000005
1692937194809,5.800000000000001,-0.1,6.6000000000000005
1692937194825,5.800000000000001,-0.5,6.7
1692937194841,6.300000000000001,-1.3,6.300000000000001
1692937194857,6.7,-1,6
1692937194874,6.6000000000000005,-1.1,6.800000000000001
1692937194897,6.6000000000000005,-2.1,7
1692937194913,6,-2.4000000000000004,9.3
1692937194929,5.7,-2.8000000000000003,10.100000000000001
1692937194945,6.4,-3.1,6.6000000000000005
1692937194961,6.4,-3.5,7
1692937194978,6.4,-3.3000000000000003,7.7
1692937194993,6.1000000000000005,-3.3000000000000003,6.9
1692937195010,6.1000000000000005,-2.9000000000000004,6.2
1692937195026,6,-3,6.2
1692937195041,6.800000000000001,-2.4000000000000004,6.7
1692937195058,6.6000000000000005,-2.1,6.9
1692937195074,6.6000000000000005,-1.4000000000000001,6.800000000000001
1692937195098,6.1000000000000005,-2.2,5.9
1692937195114,5.9,-3.4000000000000004,7.4
1692937195130,5.5,-4,7.300000000000001
1692937195146,7,-4,6.4
1692937195161,6.6000000000000005,-4,5.2
1692937195177,7.300000000000001,-4.7,4.4
1692937195193,8,-7.2,3.8000000000000003
1692937195210,8.1,-9.4,4.3
1692937195226,7.2,-13,5.300000000000001
1692937195242,11.8,-11,1.8
1692937195258,11,-14.700000000000001,-10.9
1692937195274,19.1,-12.600000000000001,1.3
1692937195298,22.6,-14.100000000000001,4.4
1692937195313,23.8,-15.8,4.7
1692937195330,23.5,-16,4.1000000000000005
1692937195345,22.1,-17,2.2
1692937195361,18.6,-18.2,0.9
1692937195379,16.5,-18.5,0.6000000000000001
1692937195393,13.4,-17.900000000000002,1.7000000000000002
1692937195410,12.3,-17.3,2.9000000000000004
1692937195426,9.3,-16.6,4
1692937195441,6.5,-16.3,4
1692937195458,0,-15.4,2
1692937195474,-5.9,-13.3,-0.2
1692937195498,-9.200000000000001,-10.4,2.4000000000000004
1692937195514,-12.600000000000001,-7.5,3.3000000000000003
1692937195530,-15.600000000000001,-5.9,1.4000000000000001
1692937195546,-22.400000000000002,-3,0.4
