timestamp,x,y,z
1692086656359,2.6,0,10.3
1692086656383,1.4000000000000001,-0.2,10.3
1692086656399,0.5,-0.2,9.200000000000001
1692086656415,0,-0.1,7.300000000000001
1692086656431,0,-0.2,6.4
1692086656447,2.1,-1.4000000000000001,6.2
1692086656463,3.8000000000000003,-1.9000000000000001,6.800000000000001
1692086656479,5.9,-2,6.6000000000000005
1692086656495,6.6000000000000005,-2.5,5.9
1692086656511,8.200000000000001,-3.9000000000000004,4.5
1692086656527,11.3,-4.3,4
1692086656543,12.8,-4.3,4.2
1692086656559,14,-5,5.7
1692086656583,14.100000000000001,-6.1000000000000005,8
1692086656599,14.600000000000001,-6.6000000000000005,10.200000000000001
1692086656615,14.8,-6.7,10.9
1692086656631,15.5,-7.2,11.4
1692086656647,15.8,-8.200000000000001,11.5
1692086656663,16.1,-8.8,11.5
1692086656679,16.400000000000002,-9.600000000000001,11.600000000000001
1692086656695,15.9,-9.700000000000001,11.600000000000001
1692086656711,14.600000000000001,-10.5,11.3
1692086656728,12.100000000000001,-11.600000000000001,12.600000000000001
1692086656744,10.5,-11.700000000000001,12.4
1692086656760,7.6000000000000005,-11,10.4
1692086656783,5.9,-9.8,7.4
1692086656799,5.5,-8.6,3.6
1692086656816,5.6000000000000005,-8.3,2.3000000000000003
1692086656831,5.2,-7.9,1.8
1692086656848,3.1,-8.200000000000001,1.1
1692086656864,2,-8.1,0.6000000000000001
1692086656880,0.30000000000000004,-7.300000000000001,-1
1692086656896,-0.6000000000000001,-7.1000000000000005,-1.3
1692086656912,-1.4000000000000001,-5.9,-1.7000000000000002
1692086656928,-1.9000000000000001,-5.4,-1.2000000000000002
1692086656944,-5.2,-4.800000000000001,2.4000000000000004
1692086656960,-9,-3.9000000000000004,6.4
1692086656984,-12.4,-3.7,9.1
1692086656999,-14.700000000000001,-2.7,10.100000000000001
1692086657016,-14.9,-1.9000000000000001,10
1692086657032,-14.5,-0.9,10.9
1692086657048,-14,-0.8,11.100000000000001
1692086657064,-12.5,-0.7000000000000001,12
1692086657080,-10.3,-0.1,11.200000000000001
1692086657096,-9.4,0.1,10.4
1692086657112,-8.200000000000001,0.6000000000000001,8.6
1692086657128,-8,0.5,7.7
1692086657144,-7.6000000000000005,0.2,6.5
1692086657160,-6.300000000000001,-0.2,5.2
1692086657183,-5,-0.6000000000000001,4.2
1692086657199,-3.1,-1,2.1
1692086657221,-0.30000000000000004,-0.9,0.4
1692086657231,1.2000000000000002,-1.1,-0.7000000000000001
1692086657247,2.7,-1.2000000000000002,-1.4000000000000001
1692086657263,4.5,-1.5,0.2
1692086657280,4.800000000000001,-1.7000000000000002,0.9
1692086657296,5.1000000000000005,-1.9000000000000001,0.9
1692086657312,4.800000000000001,-3.2,0.2
1692086657328,5.1000000000000005,-4.1000000000000005,0.2
1692086657344,7.4,-4.7,1.3
1692086657360,8.5,-4.3,0.8
1692086657384,11.3,-4.800000000000001,-0.7000000000000001
1692086657400,11.700000000000001,-5.6000000000000005,-0.6000000000000001
1692086657416,13.4,-7.4,1.4000000000000001
1692086657432,16.8,-8.5,4.3
1692086657448,18,-8.9,5.2
1692086657464,19.3,-9.9,6
1692086657480,19.6,-10.200000000000001,6.2
1692086657496,20.400000000000002,-10.200000000000001,6.1000000000000005
1692086657512,19.3,-11,6.2
1692086657528,18.6,-11.600000000000001,6.6000000000000005
1692086657544,17.400000000000002,-12.4,9.600000000000001
1692086657560,17.2,-12.700000000000001,10.9
1692086657584,16.5,-13.100000000000001,12.600000000000001
1692086657600,15.600000000000001,-12.9,11.5
1692086657616,13.9,-12.9,9.5
1692086657632,11.700000000000001,-13.600000000000001,11.9
1692086657648,10.700000000000001,-13.700000000000001,13.5
1692086657664,8.4,-13.5,15.4
1692086657680,7.5,-13.100000000000001,15.200000000000001
1692086657696,6.6000000000000005,-11.5,11.200000000000001
1692086657712,5.5,-9.9,9.1
1692086657728,5,-9.4,9.5
1692086657744,4.2,-8.5,11
1692086657760,3.9000000000000004,-8.1,11.100000000000001
1692086657783,1.9000000000000001,-6.5,5.5
1692086657800,1,-5.6000000000000005,3.3000000000000003
1692086657816,-0.7000000000000001,-3.9000000000000004,0.5
1692086657832,-1.5,-3.2,0.4
1692086657848,-3.5,-2.8000000000000003,2
1692086657863,-5,-2.5,3.1
1692086657880,-5.4,-2,2.4000000000000004
1692086657896,-6.1000000000000005,-1.4000000000000001,-0.30000000000000004
1692086657912,-6.5,-1,-1
1692086657928,-6.5,-0.2,-1.5
1692086657944,-6,0.30000000000000004,-0.8
1692086657960,-5.5,0.4,-0.1
1692086657984,-4.9,0.6000000000000001,2.6
1692086658000,-4.7,0.5,2.8000000000000003
1692086658016,-3.3000000000000003,0.6000000000000001,1.9000000000000001
1692086658032,-2.2,0.6000000000000001,1
1692086658048,-0.7000000000000001,0.5,0.7000000000000001
1692086658064,0.5,0.7000000000000001,0.5
1692086658080,1.4000000000000001,0.9,0.7000000000000001
1692086658096,3.9000000000000004,0.9,3.1
1692086658112,4.5,1,4.5
1692086658128,4.4,-0.30000000000000004,4.1000000000000005
1692086658144,5.4,-1.4000000000000001,3.7
1692086658160,7,-1.1,4.1000000000000005
1692086658184,9.9,-2.6,5.2
1692086658200,10.5,-3.8000000000000003,5.800000000000001
1692086658216,12.100000000000001,-4.4,6.1000000000000005
1692086658232,13.600000000000001,-4.7,6.6000000000000005
1692086658248,16.5,-4.4,7.5
1692086658264,17.3,-4.4,7.4
1692086658280,17.900000000000002,-5.7,6.2
1692086658296,18.7,-5.9,7.5
